state,vet_pop,overall_pop_18,vet_pop_p,vet_suicides,all_suicides,vet_suicides_p,vet_males,vet_males_p,vet_females,vet_females_p,vet_rate,civ_rate,year
Texas,1603981,17493335,0.091690978306881,454,2552,0.177899686520376,445.0,0.980176211453744,9.0,0.019823788546256,28.304574680124,13.2038092926874,2008
Utah,146547,1875269,0.078147188483359,55,390,0.141025641025641,55.0,1.0,0.0,0.0,37.5306215753308,19.3784772797477,2008
Vermont,53175,491776,0.10812849752733,15,94,0.159574468085106,14.0,0.933333333333333,1.0,0.066666666666667,28.2087447108604,18.0118148385435,2008
Virginia,720855,5812063,0.124027389241995,203,948,0.214135021097046,194.0,0.955665024630542,9.0,0.044334975369458,28.1610032530814,14.6330694012109,2008
Washington,606459,4942947,0.122691786903643,238,889,0.267716535433071,232.0,0.974789915966386,6.0,0.025210084033613,39.2442028232741,15.0121480792752,2008
West Virginia,171744,1426761,0.120373349145372,58,261,0.222222222222222,56.0,0.96551724137931,2.0,0.03448275862069,33.7711943357555,16.1750797001156,2008
Wisconsin,438533,4310254,0.101741799903208,131,743,0.176312247644684,,0.0,,0.0,29.8723243176682,15.8069241042937,2008
Wyoming,50704,401718,0.126217894144649,30,124,0.241935483870968,,0.0,,0.0,59.1669296307984,26.7795586500823,2008
Total,22393289,228424490,0.098033660926637,7170,35992,0.199210935763503,4717.0,0.657880055788006,112.0,0.015620641562064,32.0185212632231,13.9891433239764,2008
Alabama,397405,3558849,0.111666721459663,178,673,0.264487369985141,,0.0,,0.0,44.7905788804872,15.6574021238396,2009
Alaska,70458,500570,0.140755538685898,34,143,0.237762237762238,34.0,1.0,0.0,0.0,48.2556984302705,25.342236440741,2009
Arizona,532634,4843073,0.109978519836476,228,1060,0.215094339622642,,0.0,,0.0,42.8061295373559,19.3019782903783,2009
Arkansas,244016,2173244,0.112281915882432,89,422,0.210900473933649,87.0,0.97752808988764,2.0,0.02247191011236,36.4730181627434,17.2607903264933,2009
California,1963556,27365341,0.071753390538784,723,3823,0.189118493329846,705.0,0.975103734439834,18.0,0.024896265560166,36.820951375973,12.2038667755042,2009
Colorado,395350,3762991,0.105062701452116,211,941,0.22422954303932,202.0,0.957345971563981,9.0,0.042654028436019,53.3704312634375,21.6768948946755,2009
Connecticut,222632,2703644,0.082345160827387,31,316,0.098101265822785,,0.0,,0.0,13.9243235473786,11.4872479455964,2009
Delaware,77232,673811,0.114619678218373,17,107,0.158878504672897,17.0,1.0,0.0,0.0,22.0116014087425,15.0860154313176,2009
Florida*,1591864,14412206,0.110452487287512,658,2858,0.230230930720784,,0.0,,0.0,41.3351894382937,17.1602286428864,2009
Georgia,693809,7166761,0.096809283859194,244,1134,0.215167548500882,,0.0,,0.0,35.1681802916941,13.7495226289334,2009
Hawaii,106310,958760,0.110882806958989,25,175,0.142857142857143,,0.0,,0.0,23.5161320665977,17.5963399612881,2009
Idaho,122552,1121706,0.109255009779746,66,304,0.217105263157895,60.0,0.909090909090909,6.0,0.090909090909091,53.854690253933,23.8201518484638,2009
Illinois,772410,9716887,0.079491507928414,199,1177,0.169073916737468,,0.0,,0.0,25.7635193744255,10.9341216931968,2009
Indiana,471717,4830620,0.097651440187802,150,828,0.181159420289855,148.0,0.986666666666667,2.0,0.013333333333333,31.7987267789798,15.5543722812827,2009
Iowa,234659,2296177,0.102195518899458,71,361,0.196675900277008,,0.0,,0.0,30.2566703173541,14.0673038023437,2009
Kansas,218993,2099260,0.104319141030649,93,382,0.243455497382199,90.0,0.967741935483871,3.0,0.032258064516129,42.4671108208938,15.3701575361372,2009
Kentucky,319199,3275369,0.09745436315725,104,592,0.175675675675676,,0.0,,0.0,32.5815557066282,16.5078463011261,2009
Louisiana,315813,3351308,0.094235743178484,92,490,0.187755102040816,,0.0,,0.0,29.1311630616852,13.1115353509065,2009
Maine,132238,1043178,0.126764559835426,45,197,0.228426395939086,,0.0,,0.0,34.0295527760553,16.6860605528355,2009
Maryland,438707,4313424,0.101707367511286,97,551,0.176043557168784,,0.0,,0.0,22.110429056295,11.7169847501121,2009
Massachusetts,414595,5153924,0.080442590926836,48,530,0.090566037735849,46.0,0.958333333333333,2.0,0.041666666666667,11.5775636464502,10.1702160791116,2009
Michigan,706848,7614974,0.092823429206718,232,1169,0.198460222412318,227.0,0.978448275862069,5.0,0.021551724137931,32.8217664901082,13.5637363881319,2009
Minnesota,381202,4004268,0.095198922749426,106,584,0.181506849315068,103.0,0.971698113207547,3.0,0.028301886792453,27.8067796076621,13.1932457206134,2009
Mississippi,203152,2171630,0.093548164282129,77,381,0.202099737532808,73.0,0.948051948051948,4.0,0.051948051948052,37.9026541702764,15.4434034822843,2009
Missouri***,498159,4536263,0.109817045440267,180,860,0.209302325581395,177.0,0.983333333333333,3.0,0.016666666666667,36.133041860129,16.8395861027849,2009
Montana,96661,749212,0.129016887076021,48,219,0.219178082191781,47.0,0.979166666666667,1.0,0.020833333333333,49.6580834048893,26.2048483566802,2009
Nebraska,147275,1342732,0.109683093871301,30,170,0.176470588235294,,0.0,,0.0,20.370056017654,11.7110025705651,2009
Nevada,218908,1947160,0.112424248649315,118,505,0.233663366336634,,0.0,,0.0,53.9039231092514,22.3925677505364,2009
New Hampshire,114796,1034119,0.111008500955886,28,166,0.168674698795181,27.0,0.964285714285714,1.0,0.035714285714286,24.3910937663333,15.0110461720201,2009
New Jersey,464094,6646834,0.06982181291123,81,557,0.145421903052065,80.0,0.987654320987654,1.0,0.012345679012346,17.4533607415739,7.69885196530988,2009
New Mexico,168545,1484782,0.113514980650358,85,376,0.226063829787234,80.0,0.941176470588235,5.0,0.058823529411765,50.4316354682726,22.1084804636247,2009
New York,994358,15092255,0.065885316674016,192,1417,0.135497529992943,191.0,0.994791666666667,1.0,0.005208333333333,19.308941045378,8.68923925320209,2009
North Carolina,731015,6996408,0.104484329673169,249,1174,0.212095400340716,240.0,0.963855421686747,9.0,0.036144578313253,34.0622285452419,14.7636389289547,2009
North Dakota**,52159,498949,0.104537738325961,14,90,0.155555555555556,13.0,0.928571428571429,1.0,0.071428571428571,26.8410053873732,17.010228518991,2009
Ohio,897333,8813009,0.10181914031859,243,1176,0.206632653061224,237.0,0.975308641975309,6.0,0.024691358024691,27.0802478009836,11.7867381130809,2009
Oklahoma,313711,2741064,0.114448622870535,122,567,0.215167548500882,,0.0,,0.0,38.8892961993682,18.3327270487646,2009
Oregon,343557,2948094,0.116535293650745,145,644,0.225155279503106,135.0,0.931034482758621,10.0,0.068965517241379,42.2055146598672,19.1588754546393,2009
Pennsylvania,988006,9817894,0.100633190784093,292,1631,0.179031269160024,289.0,0.98972602739726,3.0,0.01027397260274,29.5544763898195,15.1644052563294,2009
Rhode Island,75328,822465,0.091588091894488,22,118,0.186440677966102,,0.0,,0.0,29.2056074766355,12.8490491034442,2009
South Carolina,385544,3441651,0.112022979668769,143,619,0.231017770597738,142.0,0.993006993006993,1.0,0.006993006993007,37.0904488203681,15.5753708885193,2009
South Dakota,68313,609906,0.112005784497939,33,129,0.255813953488372,,0.0,,0.0,48.3070572219051,17.7254875893891,2009
Tennessee,502280,4782812,0.105017717610477,196,947,0.206969376979937,193.0,0.98469387755102,3.0,0.01530612244898,39.0220594090945,17.544548201018,2009
Texas,1581873,17785992,0.088939261864056,492,2809,0.175151299394802,474.0,0.963414634146341,18.0,0.036585365853658,31.1023704178528,14.2988335249821,2009
Utah,149221,1906017,0.078289438131979,79,449,0.175946547884187,77.0,0.974683544303798,2.0,0.025316455696202,52.9416100950938,21.0610679896812,2009
Vermont,51899,494457,0.104961604345777,7,87,0.080459770114942,7.0,1.0,0.0,0.0,13.487735794524,18.0767266663353,2009
Virginia,728528,5913691,0.123193450587797,198,963,0.205607476635514,186.0,0.93939393939394,12.0,0.060606060606061,27.1780906155975,14.7536345530507,2009
Washington,585202,5035212,0.116221918759329,249,921,0.270358306188925,240.0,0.963855421686747,9.0,0.036144578313253,42.5494102890968,15.1010896604727,2009
West Virginia,156260,1433007,0.10904343105093,66,253,0.260869565217391,63.0,0.954545454545455,3.0,0.045454545454546,42.237296813004,14.6465979555856,2009
Wisconsin,430296,4343001,0.099078033829603,134,724,0.185082872928177,,0.0,,0.0,31.1413538587391,15.079082118381,2009
Wyoming,51008,410174,0.124356980208399,18,111,0.162162162162162,,0.0,,0.0,35.288582183187,25.8933195235629,2009
Total,21821680,230739135,0.094572947064225,7282,36880,0.197451193058568,4690.0,0.64405383136501,143.0,0.01963746223565,33.3704829325698,14.167317900747,2009
Alabama,401114,3634612,0.110359510176052,156,679,0.229749631811487,,0.0,,0.0,38.8916866526723,16.1744340030518,2010
Alaska,71399,507439,0.140704597005748,35,164,0.213414634146341,33.0,0.942857142857143,2.0,0.057142857142857,49.0202944018824,29.5844417943308,2010
Arizona,529692,4762678,0.111217260541233,240,1093,0.219579139981702,,0.0,,0.0,45.3093495842867,20.1512596545323,2010
Arkansas,247571,2203766,0.112339967128996,105,447,0.23489932885906,103.0,0.980952380952381,2.0,0.019047619047619,42.412075727771,17.4829196475811,2010
California,1947570,27908574,0.069783930916714,705,3913,0.180168668540762,682.0,0.967375886524823,23.0,0.032624113475177,36.1989556216208,12.3569951300805,2010
Colorado,391203,3789844,0.103224037717647,156,865,0.180346820809249,155.0,0.993589743589744,1.0,0.006410256410256,39.876994808322,20.8612795526212,2010
Connecticut,225379,2753985,0.081837410152924,52,353,0.147308781869688,,0.0,,0.0,23.0722471925068,11.9037920498488,2010
Delaware,73311,690836,0.106119252615671,14,106,0.132075471698113,12.0,0.857142857142857,2.0,0.142857142857143,19.0967249116776,14.8981822598275,2010
Florida*,1616185,14789132,0.109281937574159,642,2789,0.230190032269631,,0.0,,0.0,39.723175255308,16.298554909543,2010
Georgia,696844,7170107,0.097187392043103,175,1133,0.154457193292145,,0.0,,0.0,25.1132247676668,14.799336903197,2010
Hawaii,117301,1025770,0.114354094972557,31,207,0.14975845410628,,0.0,,0.0,26.4277371889413,19.3732532425432,2010
Idaho,125328,1139751,0.109960859872025,70,290,0.241379310344828,67.0,0.957142857142857,3.0,0.042857142857143,55.8534405719392,21.6872054359966,2010
Illinois,751492,9708301,0.077407159089938,200,1178,0.169779286926995,,0.0,,0.0,26.6137231001794,10.9190672704978,2010
Indiana,469627,4880691,0.096221416188814,165,864,0.190972222222222,163.0,0.987878787878788,2.0,0.012121212121212,35.1342661303545,15.8465168494495,2010
Iowa,233244,2323493,0.100385066793832,71,372,0.190860215053763,,0.0,,0.0,30.4402256864056,14.4001982538922,2010
Kansas,215780,2118586,0.10185095153088,81,401,0.201995012468828,76.0,0.938271604938272,5.0,0.061728395061728,37.538233385856,16.8172688124801,2010
Kentucky,317278,3295944,0.096263164665419,104,631,0.164817749603804,,0.0,,0.0,32.7788248791281,17.692483816581,2010
Louisiana,312187,3410467,0.091537903753357,125,557,0.224416517055655,,0.0,,0.0,40.040104168335,13.9432201092219,2010
Maine,128123,1051795,0.121813661407404,46,186,0.247311827956989,,0.0,,0.0,35.902999461455,15.1568955213539,2010
Maryland,429774,4404995,0.097565150471226,85,502,0.169322709163347,,0.0,,0.0,19.7778367234872,10.4899828210809,2010
Massachusetts,398252,5135613,0.077547120470331,75,598,0.125418060200669,67.0,0.893333333333333,8.0,0.106666666666667,18.8322971384952,11.0399017512071,2010
Michigan,692922,7538643,0.09191601194008,212,1263,0.167854315122724,211.0,0.995283018867924,1.0,0.004716981132075,30.5950741930549,15.3526560606253,2010
Minnesota,377976,4024747,0.093912983847183,91,606,0.15016501650165,88.0,0.967032967032967,3.0,0.032967032967033,24.0756026837683,14.1220822475554,2010
Mississippi,204156,2204874,0.092593046133248,76,388,0.195876288659794,73.0,0.960526315789474,3.0,0.039473684210526,37.2264346872,15.5944016098221,2010
Missouri***,495420,4555615,0.108749312661408,180,856,0.210280373831776,177.0,0.983333333333333,3.0,0.016666666666667,36.3328085260991,16.6494466398781,2010
Montana,95353,764891,0.124662206771945,68,227,0.299559471365639,65.0,0.955882352941176,3.0,0.044117647058824,71.3139597076128,23.7477185760928,2010
Nebraska,144695,1365316,0.105979128641282,21,193,0.10880829015544,,0.0,,0.0,14.5132865682988,14.0911880100375,2010
Nevada,230314,2030027,0.113453663424181,124,547,0.226691042047532,,0.0,,0.0,53.8395408008198,23.5037475419692,2010
New Hampshire,114826,1029988,0.111482852227405,41,196,0.209183673469388,38.0,0.926829268292683,3.0,0.073170731707317,35.7061989444899,16.9368920475282,2010
New Jersey,453498,6732067,0.067363857192746,94,719,0.130737134909597,93.0,0.98936170212766,1.0,0.01063829787234,20.7277650618084,9.95449759332103,2010
New Mexico,178732,1539376,0.116106786126327,82,413,0.198547215496368,76.0,0.926829268292683,6.0,0.073170731707317,45.8787458317481,24.3267158786575,2010
New York,951890,15055513,0.063225344762414,214,1547,0.138332255979315,208.0,0.97196261682243,6.0,0.02803738317757,22.4815892592632,9.4514721500993,2010
North Carolina,726084,7190151,0.100983136515492,222,1174,0.189097103918228,212.0,0.954954954954955,10.0,0.045045045045045,30.5749747963046,14.7275701195548,2010
North Dakota**,52076,519829,0.100179097357015,24,106,0.226415094339623,24.0,1.0,0.0,0.0,46.086488977648,17.5306197929249,2010
Ohio,892782,8803836,0.101408295202228,268,1439,0.186240444753301,261.0,0.973880597014925,7.0,0.026119402985075,30.0185263591784,14.8020731497977,2010
Oklahoma,323461,2810612,0.115085611247657,131,618,0.211974110032362,,0.0,,0.0,40.4994728885399,19.5806366400753,2010
Oregon,331584,2969208,0.111674224237574,151,685,0.22043795620438,146.0,0.966887417218543,5.0,0.033112582781457,45.538988612237,20.2454936715771,2010
Pennsylvania,981646,9917938,0.098976823609908,285,1576,0.180837563451777,276.0,0.968421052631579,9.0,0.031578947368421,29.0328692828168,14.4467078739146,2010
Rhode Island,72835,825652,0.088215131798869,20,129,0.155038759689922,,0.0,,0.0,27.4593258735498,14.4789503956473,2010
South Carolina,409008,3521443,0.116147840530146,132,637,0.207221350078493,129.0,0.977272727272727,3.0,0.022727272727273,32.273207370027,16.2252384387144,2010
South Dakota,69780,610858,0.114232767680869,21,140,0.15,,0.0,,0.0,30.0945829750645,21.9931322286251,2010
Tennessee,487899,4846847,0.100663173399119,155,943,0.164369034994698,149.0,0.961290322580645,6.0,0.038709677419355,31.7688701964956,18.0777563760797,2010
Texas,1609732,18268116,0.088117023123786,535,2891,0.185057073676928,520.0,0.97196261682243,15.0,0.02803738317757,33.2353460079069,14.143028519453,2010
Utah,152839,1898882,0.080488940334365,75,473,0.158562367864693,73.0,0.973333333333333,2.0,0.026666666666667,49.0712449047691,22.7943985342858,2010
Vermont,48498,495796,0.097818457591429,15,106,0.141509433962264,15.0,1.0,0.0,0.0,30.9291104787826,20.3443789151751,2010
Virginia,742131,6056442,0.122535805676006,188,963,0.195223260643821,181.0,0.962765957446808,7.0,0.037234042553192,25.332454782242,14.5832639452226,2010
Washington,592322,5112364,0.115860685976194,222,957,0.231974921630094,212.0,0.954954954954955,10.0,0.045045045045045,37.4796141288016,16.2609108499434,2010
West Virginia,163476,1465012,0.111586799289016,72,279,0.258064516129032,70.0,0.972222222222222,2.0,0.027777777777778,44.0431622990531,15.9042853981757,2010
Wisconsin,420641,4351489,0.096665991801887,169,793,0.213114754098361,,0.0,,0.0,40.1767778224186,15.8744372715506,2010
Wyoming,52337,425022,0.123139508072523,29,131,0.221374045801527,,0.0,,0.0,55.4101305004108,27.368957698861,2010
Total,21767567,233636933,0.093168347660171,7250,38323,0.189181431516322,4655.0,0.642068965517241,153.0,0.021103448275862,33.3064324552211,14.6661127026736,2010
Alabama,395753,3662910,0.108043331667991,163,680,0.239705882352941,,0.0,,0.0,41.1873062238315,15.824155374229,2011
Alaska,72407,517799,0.139836114013353,27,142,0.190140845070423,24.0,0.888888888888889,3.0,0.111111111111111,37.2892123689698,25.8199518626289,2011
Arizona,533608,4842927,0.110182953408135,242,1091,0.221814848762603,,0.0,,0.0,45.3516439033898,19.7014887967217,2011
Arkansas,238790,2221409,0.107494837735869,89,447,0.19910514541387,89.0,1.0,0.0,0.0,37.2712425143431,18.0569236953747,2011
California,1910994,28292703,0.067543705527181,706,3923,0.179964313025746,679.0,0.961756373937677,27.0,0.038243626062323,36.9441243666908,12.194054600481,2011
Colorado,411754,3857537,0.106740129777109,170,879,0.193401592718999,166.0,0.976470588235294,4.0,0.023529411764706,41.2867877421956,20.5758749172539,2011
Connecticut,225987,2768440,0.081629726488564,54,364,0.148351648351648,,0.0,,0.0,23.8951798112281,12.1929490928643,2011
Delaware,77885,699180,0.111394776738465,17,116,0.146551724137931,15.0,0.88235294117647,2.0,0.117647058823529,21.8270527059126,15.9344594757724,2011
Florida*,1571482,15012091,0.104681086732022,642,2789,0.230190032269631,,0.0,,0.0,40.8531564472262,15.9739785600489,2011
Georgia,686591,7279776,0.094314852544914,218,1133,0.192409532215357,,0.0,,0.0,31.7510715986664,13.8779664153213,2011
Hawaii,109218,1034113,0.105615150375249,27,207,0.130434782608696,,0.0,,0.0,24.7211998022304,19.4616686218436,2011
Idaho,121382,1155068,0.105086453784539,68,290,0.23448275862069,67.0,0.985294117647059,1.0,0.014705882352941,56.0214858875286,21.4765412320569,2011
Illinois,719528,9752324,0.073780157427091,191,1183,0.1614539306847,,0.0,,0.0,26.5451796177494,10.9822030742198,2011
Indiana,458943,4915722,0.093362277199565,164,861,0.19047619047619,162.0,0.98780487804878,2.0,0.01219512195122,35.7342850855117,15.6390972045058,2011
Iowa,226737,2336891,0.097025064498087,83,370,0.224324324324324,,0.0,,0.0,36.6062883428818,13.6009030620514,2011
Kansas,210240,2132796,0.098574828534937,72,400,0.18,70.0,0.972222222222222,2.0,0.027777777777778,34.2465753424658,17.0606213811197,2011
Kentucky,311073,3330313,0.093406535661963,124,641,0.193447737909516,,0.0,,0.0,39.8620259553224,17.1235145268346,2011
Louisiana,312953,3442258,0.090915033097461,106,564,0.187943262411348,,0.0,,0.0,33.870900742284,14.6358376700258,2011
Maine,128940,1056250,0.122073372781065,30,198,0.151515151515152,,0.0,,0.0,23.2666356444858,18.1169188297333,2011
Maryland,425963,4457846,0.095553547610214,90,504,0.178571428571429,,0.0,,0.0,21.1285956761503,10.268155102715,2011
Massachusetts,386609,5177318,0.074673605136868,59,597,0.098827470686767,57.0,0.966101694915254,2.0,0.033898305084746,15.26089666821,11.2300705386196,2011
Michigan,671051,7579088,0.088539808483554,217,1274,0.17032967032967,216.0,0.995391705069124,1.0,0.004608294930876,32.3373335260658,15.3010182197924,2011
Minnesota,366790,4065374,0.090222941357917,112,625,0.1792,109.0,0.973214285714286,3.0,0.026785714285714,30.5351836200551,13.8701730175656,2011
Mississippi,201148,2215005,0.09081153315681,76,382,0.198952879581152,73.0,0.960526315789474,3.0,0.039473684210526,37.7831248632847,15.1947233592057,2011
Missouri***,490162,4578570,0.107055696429234,180,873,0.206185567010309,177.0,0.983333333333333,3.0,0.016666666666667,36.7225529518812,16.9503630753095,2011
Montana,94872,772072,0.122879731424012,55,224,0.245535714285714,53.0,0.963636363636364,2.0,0.036363636363636,57.9728476262754,24.9556999409333,2011
Nebraska,146104,1377398,0.106072464167946,34,185,0.183783783783784,,0.0,,0.0,23.2710945627772,12.2635211411734,2011
Nevada,228213,2049720,0.111338621860547,122,554,0.220216606498195,,0.0,,0.0,53.4588301279945,23.7166258488164,2011
New Hampshire,115297,1037312,0.111149779429911,33,203,0.16256157635468,33.0,1.0,0.0,0.0,28.6217334362559,18.4378779087108,2011
New Jersey,444887,6771714,0.065697842525541,92,668,0.137724550898204,89.0,0.967391304347826,3.0,0.032608695652174,20.679408479007,9.10408961711771,2011
New Mexico,177041,1555130,0.113843215679718,83,423,0.196217494089835,78.0,0.939759036144578,5.0,0.060240963855422,46.8817957422292,24.6718463031052,2011
New York,917741,15160932,0.060533283837696,244,1557,0.156711624919717,235.0,0.963114754098361,9.0,0.036885245901639,26.5870218285987,9.21843988471404,2011
North Carolina,740470,7285172,0.101640702511897,207,1171,0.176771989752348,198.0,0.956521739130435,11.0,0.053140096618358,27.9552176320445,14.7294712578204,2011
North Dakota**,55556,527822,0.105255180723805,25,104,0.240384615384615,25.0,1.0,0.0,0.0,44.99964000288,16.7278609935926,2011
Ohio,876163,8842889,0.099081080854911,270,1274,0.21193092621664,267.0,0.988888888888889,3.0,0.011111111111111,30.8161837466316,12.6024166012487,2011
Oklahoma,319724,2837898,0.112662259179153,141,637,0.221350078492936,,0.0,,0.0,44.1005367129149,19.6968120550844,2011
Oregon,319194,3007303,0.10613962078314,150,683,0.219619326500732,144.0,0.96,6.0,0.04,46.9933645369274,19.8280650077806,2011
Pennsylvania,954659,9976032,0.095695262404932,285,1574,0.181067344345616,276.0,0.968421052631579,9.0,0.031578947368421,29.85359170133,14.2882907069689,2011
Rhode Island,71863,829243,0.086660966688896,18,127,0.141732283464567,,0.0,,0.0,25.0476601310828,14.3917188201431,2011
South Carolina,398985,3563610,0.111960904812816,158,645,0.244961240310078,150.0,0.949367088607595,8.0,0.050632911392405,39.6004862338183,15.3888691393135,2011
South Dakota,70027,618454,0.113229116474305,25,123,0.203252032520325,,0.0,,0.0,35.700515515444,17.8692879818098,2011
Tennessee,486407,4896267,0.099342417396764,190,941,0.201912858660999,189.0,0.994736842105263,1.0,0.005263157894737,39.0619378421774,17.0300190935767,2011
Texas,1593072,18617868,0.085566832894078,527,2889,0.182416060920734,504.0,0.956356736242884,23.0,0.043643263757116,33.0807396024787,13.8738813669192,2011
Utah,146806,1930847,0.076031917598857,71,468,0.151709401709402,68.0,0.957746478873239,3.0,0.042253521126761,48.3631459204665,22.2528518122622,2011
Vermont,51373,499809,0.102785263970837,18,124,0.145161290322581,17.0,0.944444444444444,1.0,0.055555555555556,35.037860354661,23.6377097289245,2011
Virginia,734757,6137315,0.119719616803113,197,981,0.200815494393476,190.0,0.964467005076142,7.0,0.035532994923858,26.8115853268496,14.5116442988673,2011
Washington,597778,5194460,0.115079912060156,207,955,0.216753926701571,196.0,0.946859903381642,11.0,0.053140096618358,34.6282399151524,16.2726070674456,2011
West Virginia,155581,1467977,0.105983268130223,70,277,0.252707581227437,67.0,0.957142857142857,3.0,0.042857142857143,44.9926404895199,15.7726783684193,2011
Wisconsin,413735,4383985,0.094374182393416,167,791,0.211125158027813,,0.0,,0.0,40.3640011118228,15.7168944021157,2011
Wyoming,52415,430554,0.121738504345564,30,132,0.227272727272727,,0.0,0.0,0.0,57.235524182009,26.974207897096,2011
Total,21428708,236155491,0.090739825312806,7346,38243,0.192087440838846,4683.0,0.637489790362102,158.0,0.021508303838824,34.2811148483614,14.3889828592086,2011
